Domain_Code,Domain,Area_Code_M49,Area,Element_Code,Element,Item_Code_CPC,Item,Year_Code,Year,Unit,Value,Flag,Flag_Description,Note,Value_winsor,YoY_Return,Log_Return,Value_lag1,Value_lag2,Value_lag3,Vol_3y,Vol_5y
QCL,Crops and livestock products,392,Japan,5312,Area harvested,1215.0,Spinach,2003,2003,ha,24300.0,A,Official figure,No additional notes,24300.0,-0.92201540436457,-2.5512439636500903,311600.0,12770.5,24400.0,13.915520289458652,13.324519686562551
QCL,Crops and livestock products,392,Japan,5412,Yield,1215.0,Spinach,2003,2003,kg/ha,12786.0,A,Official figure,No additional notes,12786.0,-0.4738271604938271,-0.6421255280019676,24300.0,311600.0,12770.5,13.914736910451452,10.779721622507504
QCL,Crops and livestock products,392,Japan,5510,Production,1215.0,Spinach,2003,2003,t,310700.0,A,Official figure,No additional notes,310700.0,23.300015642108555,3.1904769940544666,12786.0,24300.0,311600.0,13.857027472977393,13.13249922293951
QCL,Crops and livestock products,392,Japan,5312,Area harvested,1215.0,Spinach,2004,2004,ha,23800.0,A,Official figure,No additional notes,23800.0,-0.9233987769552623,-2.5691422357215723,310700.0,12786.0,24300.0,13.857437968824337,13.214073353725379
QCL,Crops and livestock products,392,Japan,5412,Yield,1215.0,Spinach,2004,2004,kg/ha,12126.1,A,Official figure,No additional notes,12126.1,-0.49049999999999994,-0.6743254263193574,23800.0,310700.0,12786.0,13.86211769527664,10.736483838732164
QCL,Crops and livestock products,392,Japan,5510,Production,1215.0,Spinach,2004,2004,t,288600.0,A,Official figure,No additional notes,288600.0,22.799902689240565,3.169681491981699,12126.1,23800.0,310700.0,13.573413297288704,12.97208992448403
QCL,Crops and livestock products,392,Japan,5312,Area harvested,1215.0,Spinach,2005,2005,ha,23700.0,A,Official figure,No additional notes,23700.0,-0.9178794178794178,-2.4995665981986845,288600.0,12126.1,23800.0,13.571776466099493,13.05308422879894
QCL,Crops and livestock products,392,Japan,5412,Yield,1215.0,Spinach,2005,2005,kg/ha,12569.6,A,Official figure,No additional notes,12569.6,-0.4696371308016878,-0.6341938478431852,23700.0,288600.0,12126.1,13.5659229484843,10.51194535378762
QCL,Crops and livestock products,392,Japan,5510,Production,1215.0,Spinach,2005,2005,t,297900.0,A,Official figure,No additional notes,297900.0,22.70003818737271,3.165476659421336,12569.6,23700.0,288600.0,13.508274053988929,12.804847635202895
QCL,Crops and livestock products,392,Japan,5312,Area harvested,1215.0,Spinach,2006,2006,ha,23300.0,A,Official figure,No additional notes,23300.0,-0.9217858341725411,-2.548304499147582,297900.0,12569.6,23700.0,13.509434128936416,12.883650457379769
QCL,Crops and livestock products,392,Japan,5412,Yield,1215.0,Spinach,2006,2006,kg/ha,12824.0,A,Official figure,No additional notes,12824.0,-0.44961373390557935,-0.5971349452644029,23300.0,297900.0,12569.6,13.50382600520723,10.462754980349935
QCL,Crops and livestock products,392,Japan,5510,Production,1215.0,Spinach,2006,2006,t,298800.0,A,Official figure,No additional notes,298800.0,22.300062383031815,3.1484560379514104,12824.0,23300.0,297900.0,13.272935775107051,12.662108412606935
QCL,Crops and livestock products,392,Japan,5312,Area harvested,1215.0,Spinach,2007,2007,ha,22900.0,A,Official figure,No additional notes,22900.0,-0.9233601070950469,-2.5686375426984687,298800.0,12824.0,23300.0,13.273404180331136,12.744996305618121
QCL,Crops and livestock products,392,Japan,5412,Yield,1215.0,Spinach,2007,2007,kg/ha,13021.8,A,Official figure,No additional notes,13021.8,-0.43136244541484714,-0.5645120344873358,22900.0,298800.0,12824.0,13.26830238190095,10.280509032728553
QCL,Crops and livestock products,392,Japan,5510,Production,1215.0,Spinach,2007,2007,t,298200.0,A,Official figure,No additional notes,298200.0,21.90005989955306,3.13113952625778,13021.8,22900.0,298800.0,13.03740123930824,12.436495605685405
QCL,Crops and livestock products,392,Japan,5312,Area harvested,1215.0,Spinach,2008,2008,ha,22500.0,A,Official figure,No additional notes,22500.0,-0.9245472837022133,-2.5842490931202637,298200.0,13021.8,22900.0,13.037755100118252,12.523251245697953
QCL,Crops and livestock products,392,Japan,5412,Yield,1215.0,Spinach,2008,2008,kg/ha,13008.9,A,Official figure,No additional notes,13008.9,-0.4218266666666667,-0.5478815706064303,22500.0,298200.0,13021.8,13.035093919645545,10.09905908198686
QCL,Crops and livestock products,392,Japan,5510,Production,1215.0,Spinach,2008,2008,t,292700.0,A,Official figure,No additional notes,292700.0,21.499980782387443,3.1135144550938962,13008.9,22500.0,298200.0,12.804151858147677,12.21267122095923
QCL,Crops and livestock products,392,Japan,5312,Area harvested,1215.0,Spinach,2009,2009,ha,22400.0,A,Official figure,No additional notes,22400.0,-0.9234711308507004,-2.570087234836847,292700.0,13008.9,22500.0,12.803830707429933,12.302527418810698
QCL,Crops and livestock products,392,Japan,5412,Yield,1215.0,Spinach,2009,2009,kg/ha,12781.3,A,Official figure,No additional notes,12781.3,-0.42940625,-0.5610777936451307,22400.0,292700.0,13008.9,12.805944657515093,9.920000026932877
QCL,Crops and livestock products,392,Japan,5510,Production,1215.0,Spinach,2009,2009,t,286300.0,A,Official figure,No additional notes,286300.0,21.399912371980943,3.1090570468882057,12781.3,22400.0,292700.0,12.748180933117151,12.07439764284751
QCL,Crops and livestock products,392,Japan,5312,Area harvested,1215.0,Spinach,2010,2010,ha,22100.0,A,Official figure,No additional notes,22100.0,-0.9228082431016417,-2.5614626035803627,286300.0,12781.3,22400.0,12.74798319137707,12.16582240733462
QCL,Crops and livestock products,392,Japan,5412,Yield,1215.0,Spinach,2010,2010,kg/ha,12171.9,A,Official figure,No additional notes,12171.9,-0.44923529411764707,-0.5964475920994641,22100.0,286300.0,12781.3,12.753518342873233,9.877952272963823
QCL,Crops and livestock products,392,Japan,5510,Production,1215.0,Spinach,2010,2010,t,269000.0,A,Official figure,No additional notes,269000.0,21.10008297800672,3.095581363177596,12171.9,22100.0,286300.0,12.580442010438894,11.97010031445896
QCL,Crops and livestock products,392,Japan,5312,Area harvested,1215.0,Spinach,2011,2011,ha,21800.0,A,Official figure,No additional notes,21800.0,-0.9189591078066914,-2.5128014098067957,269000.0,12171.9,22100.0,12.5792949778017,12.05938437050725
QCL,Crops and livestock products,392,Japan,5412,Yield,1215.0,Spinach,2011,2011,kg/ha,12087.2,A,Official figure,No additional notes,12087.2,-0.4455412844036697,-0.5897629283515491,21800.0,269000.0,12171.9,12.578263417958414,9.745075277826132
QCL,Crops and livestock products,392,Japan,5510,Production,1215.0,Spinach,2011,2011,t,263500.0,A,Official figure,No additional notes,263500.0,20.799920577139453,3.081906326537923,12087.2,21800.0,269000.0,12.40499569336863,11.80797642053201
QCL,Crops and livestock products,392,Japan,5312,Area harvested,1215.0,Spinach,2012,2012,ha,21700.0,A,Official figure,No additional notes,21700.0,-0.9176470588235294,-2.4967411074350028,263500.0,12087.2,21800.0,12.404604505284524,11.893489418998799
QCL,Crops and livestock products,392,Japan,5412,Yield,1215.0,Spinach,2012,2012,kg/ha,12142.9,A,Official figure,No additional notes,12142.9,-0.44041935483870964,-0.5805676237058743,21700.0,263500.0,12087.2,12.4031752032162,9.609339081742498
QCL,Crops and livestock products,392,Japan,5510,Production,1215.0,Spinach,2012,2012,t,263500.0,A,Official figure,No additional notes,263500.0,20.699923412035016,3.0773087311408776,12142.9,21700.0,263500.0,12.345452547698796,11.696151530656484
QCL,Crops and livestock products,392,Japan,5312,Area harvested,1215.0,Spinach,2013,2013,ha,21300.0,A,Official figure,No additional notes,21300.0,-0.9191650853889943,-2.515346295266038,263500.0,12142.9,21700.0,12.34590537543306,11.782633077502593
QCL,Crops and livestock products,392,Japan,5412,Yield,1215.0,Spinach,2013,2013,kg/ha,11751.2,A,Official figure,No additional notes,11751.2,-0.44830046948356805,-0.5947517096803113,21300.0,263500.0,12142.9,12.348104269406404,9.564948546765711
QCL,Crops and livestock products,392,Japan,5510,Production,1215.0,Spinach,2013,2013,t,250300.0,A,Official figure,No additional notes,250300.0,20.299952345292393,3.0587048354026605,11751.2,21300.0,263500.0,12.117223643017523,11.560842012355613
QCL,Crops and livestock products,392,Japan,5312,Area harvested,1215.0,Spinach,2014,2014,ha,21200.0,A,Official figure,No additional notes,21200.0,-0.9153016380343588,-2.468659016759762,250300.0,11751.2,21300.0,12.116071190326426,11.647484816701404
QCL,Crops and livestock products,392,Japan,5412,Yield,1215.0,Spinach,2014,2014,kg/ha,12141.5,A,Official figure,No additional notes,12141.5,-0.42728773584905655,-0.5573718451949861,21200.0,250300.0,11751.2,12.110213599320923,9.384473302471747
QCL,Crops and livestock products,392,Japan,5510,Production,1215.0,Spinach,2014,2014,t,257400.0,A,Official figure,No additional notes,257400.0,20.200016472429272,3.054001958679046,12141.5,21200.0,250300.0,12.052527365492383,11.42006454565522
QCL,Crops and livestock products,392,Japan,5312,Area harvested,1215.0,Spinach,2015,2015,ha,21000.0,A,Official figure,No additional notes,21000.0,-0.9184149184149184,-2.506108857438603,257400.0,12141.5,21200.0,12.053457520701306,11.505964615932925
QCL,Crops and livestock products,392,Japan,5412,Yield,1215.0,Spinach,2015,2015,kg/ha,11942.9,A,Official figure,No additional notes,11942.9,-0.4312904761904762,-0.5643854781777727,21000.0,257400.0,12141.5,12.054572168822993,9.337912654454732
QCL,Crops and livestock products,392,Japan,5510,Production,1215.0,Spinach,2015,2015,t,250800.0,A,Official figure,No additional notes,250800.0,19.99992464141875,3.0445188492131154,11942.9,21000.0,257400.0,11.939072907507926,11.335620153396507
QCL,Crops and livestock products,392,Japan,5312,Area harvested,1215.0,Spinach,2016,2016,ha,20700.0,A,Official figure,No additional notes,20700.0,-0.9174641148325359,-2.494522108487442,250800.0,11942.9,21000.0,11.938788802115301,11.425080488442958
QCL,Crops and livestock products,392,Japan,5412,Yield,1215.0,Spinach,2016,2016,kg/ha,11946.9,A,Official figure,No additional notes,11946.9,-0.4228550724637682,-0.5496618697734359,20700.0,250800.0,11942.9,11.936440855120313,9.24824986010689
QCL,Crops and livestock products,392,Japan,5510,Production,1215.0,Spinach,2016,2016,t,247300.0,A,Official figure,No additional notes,247300.0,19.69993052591049,3.030130344029483,11946.9,20700.0,250800.0,11.763276896873242,11.197995861730641
QCL,Crops and livestock products,392,Japan,5312,Area harvested,1215.0,Spinach,2017,2017,ha,20500.0,A,Official figure,No additional notes,20500.0,-0.917104731095835,-2.490177288383008,247300.0,11946.9,20700.0,11.76316939825203,11.28670395558381
QCL,Crops and livestock products,392,Japan,5412,Yield,1215.0,Spinach,2017,2017,kg/ha,11126.8,A,Official figure,No additional notes,11126.8,-0.45722926829268296,-0.6110682734270944,20500.0,247300.0,11946.9,11.772741957582715,9.116715691156447
QCL,Crops and livestock products,392,Japan,5510,Production,1215.0,Spinach,2017,2017,t,228100.0,A,Official figure,No additional notes,228100.0,19.50005392385951,3.0204275165730743,11126.8,20500.0,247300.0,11.657365378411102,11.065424657989208
QCL,Crops and livestock products,392,Japan,5312,Area harvested,1215.0,Spinach,2018,2018,ha,20300.0,A,Official figure,No additional notes,20300.0,-0.9110039456378781,-2.4191632432426005,228100.0,11126.8,20500.0,11.655544797945822,11.154384881355432
QCL,Crops and livestock products,392,Japan,5412,Yield,1215.0,Spinach,2018,2018,kg/ha,11246.3,A,Official figure,No additional notes,11246.3,-0.4459950738916256,-0.5905817003820134,20300.0,228100.0,11126.8,11.65241310647329,9.02902378945738
QCL,Crops and livestock products,392,Japan,5510,Production,1215.0,Spinach,2018,2018,t,228300.0,A,Official figure,No additional notes,228300.0,19.30000978099464,3.0106213678700215,11246.3,20300.0,228100.0,11.536940790623559,10.958900203481292
QCL,Crops and livestock products,392,Japan,5312,Area harvested,1215.0,Spinach,2019,2019,ha,19900.0,A,Official figure,No additional notes,19900.0,-0.9128339903635567,-2.4399408218053034,228300.0,11246.3,20300.0,11.537487447652675,11.042112969710196
QCL,Crops and livestock products,392,Japan,5412,Yield,1215.0,Spinach,2019,2019,kg/ha,10944.7,A,Official figure,No additional notes,10944.7,-0.45001507537688434,-0.5978644109074286,19900.0,228300.0,11246.3,11.538607198594176,8.938325408488803
QCL,Crops and livestock products,392,Japan,5510,Production,1215.0,Spinach,2019,2019,t,217800.0,A,Official figure,No additional notes,217800.0,18.9000429431597,2.990721889675842,10944.7,19900.0,228300.0,11.307733629775532,10.794358241916159
QCL,Crops and livestock products,392,Japan,5312,Area harvested,1215.0,Spinach,2020,2020,ha,19600.0,A,Official figure,No additional notes,19600.0,-0.9100091827364555,-2.4080476442623886,217800.0,10944.7,19900.0,11.30688953050499,10.87903070585604
QCL,Crops and livestock products,392,Japan,5412,Yield,1215.0,Spinach,2020,2020,kg/ha,10913.3,A,Official figure,No additional notes,10913.3,-0.44319897959183674,-0.5855473373340029,19600.0,217800.0,10944.7,11.304992150067857,8.759104777861607
QCL,Crops and livestock products,392,Japan,5510,Production,1215.0,Spinach,2020,2020,t,213900.0,A,Official figure,No additional notes,213900.0,18.59993769070767,2.9755263871858912,10913.3,19600.0,217800.0,11.131763809134034,10.601234164563564
QCL,Crops and livestock products,392,Japan,5312,Area harvested,1215.0,Spinach,2021,2021,ha,19300.0,A,Official figure,No additional notes,19300.0,-0.9097709209911173,-2.40540352017752,213900.0,10913.3,19600.0,11.131692546760355,10.685179863643869
QCL,Crops and livestock products,392,Japan,5412,Yield,1215.0,Spinach,2021,2021,kg/ha,10906.7,A,Official figure,No additional notes,10906.7,-0.43488601036269425,-0.5707278166143546,19300.0,213900.0,10913.3,11.129381228101932,8.622990353422344
QCL,Crops and livestock products,392,Japan,5510,Production,1215.0,Spinach,2021,2021,t,210500.0,A,Official figure,No additional notes,210500.0,18.30006326386533,2.960108373825951,10906.7,19300.0,213900.0,10.95628867664532,10.434206797271864
QCL,Crops and livestock products,392,Japan,5312,Area harvested,1215.0,Spinach,2022,2022,ha,18900.0,A,Official figure,No additional notes,18900.0,-0.9102137767220903,-2.4103237310568395,210500.0,10906.7,19300.0,10.95642128897851,10.519485321183213
QCL,Crops and livestock products,392,Japan,5412,Yield,1215.0,Spinach,2022,2022,kg/ha,11100.5,A,Official figure,No additional notes,11100.5,-0.41267195767195763,-0.5321717697167607,18900.0,210500.0,10906.7,10.950256856265865,8.485764132446075
QCL,Crops and livestock products,392,Japan,5510,Production,1215.0,Spinach,2022,2022,t,209800.0,A,Official figure,No additional notes,209800.0,17.90004954731769,2.939164543613361,11100.5,18900.0,210500.0,10.719369719505663,10.237639263237
QCL,Crops and livestock products,392,Japan,5312,Area harvested,1215.0,Spinach,2023,2023,ha,18676.0,I,Imputed value,No additional notes,18676.0,-0.9109818875119161,-2.4189154188535062,209800.0,11100.5,18900.0,10.71960031397031,10.32462592627019
QCL,Crops and livestock products,392,Japan,5412,Yield,1215.0,Spinach,2023,2023,kg/ha,10998.4,E,Estimated value,No additional notes,10998.4,-0.41109445277361323,-0.5294894694353129,18676.0,209800.0,11100.5,10.719163413264706,8.304605784583021
QCL,Crops and livestock products,392,Japan,5510,Production,1215.0,Spinach,2023,2023,t,205408.96,I,Imputed value,No additional notes,205408.96,17.67625836485307,2.927253111070244,10998.4,18676.0,209800.0,10.589993072045687,10.0620678409823
QCL,Crops and livestock products,392,Japan,5312,Area harvested,1241.01,String beans,2001,2001,ha,8420.0,A,Official figure,No additional notes,8420.0,-0.8682316118935838,-2.026709533129254,63900.0,7353.3,8690.0,4.748305693213243,4.748305693213243
QCL,Crops and livestock products,392,Japan,5412,Yield,1241.01,String beans,2001,2001,kg/ha,7375.3,A,Official figure,No additional notes,7375.3,-0.12407363420427553,-0.13247324888957615,8420.0,63900.0,7353.3,4.740887012481567,4.050642626865322
QCL,Crops and livestock products,392,Japan,5510,Production,1241.01,String beans,2001,2001,t,62100.0,A,Official figure,No additional notes,62100.0,7.419996474719673,2.130609409574774,7375.3,8420.0,63900.0,4.585511416767732,4.358530596030352
QCL,Crops and livestock products,392,Japan,5312,Area harvested,1241.01,String beans,2002,2002,ha,8070.0,A,Official figure,No additional notes,8070.0,-0.870048309178744,-2.0405925066575756,62100.0,7375.3,8420.0,4.586107909457001,4.4893875112143204
QCL,Crops and livestock products,392,Japan,5412,Yield,1241.01,String beans,2002,2002,kg/ha,7286.2,A,Official figure,No additional notes,7286.2,-0.09712515489467166,-0.1021713341683018,8070.0,62100.0,7375.3,4.579471772957474,3.5576865582874473
QCL,Crops and livestock products,392,Japan,5510,Production,1241.01,String beans,2002,2002,t,58800.0,A,Official figure,No additional notes,58800.0,7.070050231945322,2.088159706791026,7286.2,8070.0,62100.0,4.378184137876379,4.180855277352388
QCL,Crops and livestock products,392,Japan,5312,Area harvested,1241.01,String beans,2003,2003,ha,7950.0,A,Official figure,No additional notes,7950.0,-0.8647959183673469,-2.0009699262383407,58800.0,7286.2,8070.0,4.376442711760841,4.315983752121799
QCL,Crops and livestock products,392,Japan,5412,Yield,1241.01,String beans,2003,2003,kg/ha,7169.8,A,Official figure,No additional notes,7169.8,-0.09813836477987414,-0.10329416844654579,7950.0,58800.0,7286.2,4.376689673558957,3.3994752906904298
QCL,Crops and livestock products,392,Japan,5510,Production,1241.01,String beans,2003,2003,t,57000.0,A,Official figure,No additional notes,57000.0,6.9500125526513985,2.0731735076148556,7169.8,7950.0,58800.0,4.30765648967174,4.045456829286386
QCL,Crops and livestock products,392,Japan,5312,Area harvested,1241.01,String beans,2004,2004,ha,7660.0,A,Official figure,No additional notes,7660.0,-0.8656140350877193,-2.00703928408205,57000.0,7169.8,7950.0,4.307928141198435,4.185345581440908
QCL,Crops and livestock products,392,Japan,5412,Yield,1241.01,String beans,2004,2004,kg/ha,6906.0,A,Official figure,No additional notes,6906.0,-0.09843342036553526,-0.10362138478469936,7660.0,57000.0,7169.8,4.307999839235504,3.34563098253839
QCL,Crops and livestock products,392,Japan,5510,Production,1241.01,String beans,2004,2004,t,52900.0,A,Official figure,No additional notes,52900.0,6.660005792064871,2.036012739896453,6906.0,7660.0,57000.0,4.141256260012467,3.9350139565979183
QCL,Crops and livestock products,392,Japan,5312,Area harvested,1241.01,String beans,2005,2005,ha,7440.0,A,Official figure,No additional notes,7440.0,-0.8593572778827977,-1.961532490019253,52900.0,6906.0,7660.0,4.139169133267142,4.073419057578989
QCL,Crops and livestock products,392,Japan,5412,Yield,1241.01,String beans,2005,2005,kg/ha,7069.9,A,Official figure,No additional notes,7069.9,-0.04974462365591403,-0.051024513308120335,7440.0,52900.0,6906.0,4.127490041757469,3.212196464218695
QCL,Crops and livestock products,392,Japan,5510,Production,1241.01,String beans,2005,2005,t,52600.0,A,Official figure,No additional notes,52600.0,6.439992079095886,2.006869784206784,7069.9,7440.0,52900.0,4.001096852867416,3.7859709330962508
QCL,Crops and livestock products,392,Japan,5312,Area harvested,1241.01,String beans,2006,2006,ha,7220.0,A,Official figure,No additional notes,7220.0,-0.8627376425855513,-1.985861166838929,52600.0,7069.9,7440.0,4.002238988112396,3.9258447056410994
QCL,Crops and livestock products,392,Japan,5412,Yield,1241.01,String beans,2006,2006,kg/ha,6772.9,A,Official figure,No additional notes,6772.9,-0.06192520775623278,-0.06392559728709202,7220.0,52600.0,7069.9,4.005123600855391,3.1112357822392336
QCL,Crops and livestock products,392,Japan,5510,Production,1241.01,String beans,2006,2006,t,48900.0,A,Official figure,No additional notes,48900.0,6.219950095232471,1.9768480408631834,6772.9,7220.0,52600.0,3.8787395605083375,3.6606542590890148
QCL,Crops and livestock products,392,Japan,5312,Area harvested,1241.01,String beans,2007,2007,ha,7040.0,A,Official figure,No additional notes,7040.0,-0.8560327198364008,-1.9381692263108754,48900.0,6772.9,7220.0,3.8764695463396324,3.8069219462689867
QCL,Crops and livestock products,392,Japan,5412,Yield,1241.01,String beans,2007,2007,kg/ha,6946.0,A,Official figure,No additional notes,6946.0,-0.013352272727272685,-0.013442215848068713,7040.0,48900.0,6772.9,3.8650938226107483,3.010447570946012
QCL,Crops and livestock products,392,Japan,5510,Production,1241.01,String beans,2007,2007,t,48900.0,A,Official figure,No additional notes,48900.0,6.040023034840196,1.951611442158944,6946.0,7040.0,48900.0,3.7618490117187457,3.543964648714941
QCL,Crops and livestock products,392,Japan,5312,Area harvested,1241.01,String beans,2008,2008,ha,7030.0,A,Official figure,No additional notes,7030.0,-0.8562372188139059,-1.9395906906582527,48900.0,6946.0,7040.0,3.7619191275362005,3.689216043702234
QCL,Crops and livestock products,392,Japan,5412,Yield,1241.01,String beans,2008,2008,kg/ha,7240.4,A,Official figure,No additional notes,7240.4,0.02992887624466567,0.029489747667687218,7030.0,48900.0,6946.0,3.7519978595708365,2.9229371515045166
QCL,Crops and livestock products,392,Japan,5510,Production,1241.01,String beans,2008,2008,t,50900.0,A,Official figure,No additional notes,50900.0,6.029998342633004,1.9501864700662164,7240.4,7030.0,48900.0,3.746250662490277,3.476807943341558
QCL,Crops and livestock products,392,Japan,5312,Area harvested,1241.01,String beans,2009,2009,ha,7120.0,A,Official figure,No additional notes,7120.0,-0.8601178781925344,-1.9669551981325926,50900.0,7240.4,7030.0,3.7475929688946796,3.631555771111144
QCL,Crops and livestock products,392,Japan,5412,Yield,1241.01,String beans,2009,2009,kg/ha,7106.7,A,Official figure,No additional notes,7106.7,-0.0018679775280898703,-0.0018697243738306215,7120.0,50900.0,7240.4,3.754856982024914,2.9182462714358692
QCL,Crops and livestock products,392,Japan,5510,Production,1241.01,String beans,2009,2009,t,50600.0,A,Official figure,No additional notes,50600.0,6.1200416508365345,1.9629135752433662,7106.7,7120.0,50900.0,3.8065075296687505,3.4977544192839303
QCL,Crops and livestock products,392,Japan,5312,Area harvested,1241.01,String beans,2010,2010,ha,6830.0,A,Official figure,No additional notes,6830.0,-0.8650197628458498,-2.002626902710721,50600.0,7106.7,7120.0,3.808190547037514,3.6597788918146725
QCL,Crops and livestock products,392,Japan,5412,Yield,1241.01,String beans,2010,2010,kg/ha,6573.9,A,Official figure,No additional notes,6573.9,-0.03749633967789168,-0.038217409895368294,6830.0,50600.0,7106.7,3.816437083490189,2.96438172409334
QCL,Crops and livestock products,392,Japan,5510,Production,1241.01,String beans,2010,2010,t,44900.0,A,Official figure,No additional notes,44900.0,5.830040006693135,1.9213305310608781,6573.9,6830.0,50600.0,3.650036600491746,3.4566044736106156
QCL,Crops and livestock products,392,Japan,5312,Area harvested,1241.01,String beans,2011,2011,ha,6430.0,A,Official figure,No additional notes,6430.0,-0.856792873051225,-1.943463256498681,44900.0,6573.9,6830.0,3.6472127153762424,3.6110132203259835
QCL,Crops and livestock products,392,Japan,5412,Yield,1241.01,String beans,2011,2011,kg/ha,6625.2,A,Official figure,No additional notes,6625.2,0.03035769828926904,0.029906021846334153,6430.0,44900.0,6573.9,3.6317370723542384,2.833295850644082
QCL,Crops and livestock products,392,Japan,5510,Production,1241.01,String beans,2011,2011,t,42600.0,A,Official figure,No additional notes,42600.0,5.429994566201775,1.8609736931794625,6625.2,6430.0,44900.0,3.402616903401925,3.2632360204582813
QCL,Crops and livestock products,392,Japan,5312,Area harvested,1241.01,String beans,2012,2012,ha,6240.0,A,Official figure,No additional notes,6240.0,-0.8535211267605634,-1.9208740708939882,42600.0,6625.2,6430.0,3.401467564311896,3.4125555476241862
QCL,Crops and livestock products,392,Japan,5412,Yield,1241.01,String beans,2012,2012,kg/ha,6730.8,A,Official figure,No additional notes,6730.8,0.07865384615384619,0.07571382493881822,6240.0,42600.0,6625.2,3.390879117718468,2.64682662312664
QCL,Crops and livestock products,392,Japan,5510,Production,1241.01,String beans,2012,2012,t,42000.0,A,Official figure,No additional notes,42000.0,5.239971474416117,1.8309756109632138,6730.8,6240.0,42600.0,3.2822452153095294,3.0811852910746325
QCL,Crops and livestock products,392,Japan,5312,Area harvested,1241.01,String beans,2013,2013,ha,5990.0,A,Official figure,No additional notes,5990.0,-0.8573809523809524,-1.94757820615601,42000.0,6730.8,6240.0,3.2836226798168884,3.2432954015341875
QCL,Crops and livestock products,392,Japan,5412,Yield,1241.01,String beans,2013,2013,kg/ha,6894.8,A,Official figure,No additional notes,6894.8,0.15105175292153583,0.14067609217074123,5990.0,42000.0,6730.8,3.268326459354703,2.555593210585961
QCL,Crops and livestock products,392,Japan,5510,Production,1241.01,String beans,2013,2013,t,41300.0,A,Official figure,No additional notes,41300.0,4.990021465452225,1.7900949956688879,6894.8,5990.0,42000.0,3.1258246761453297,2.9445211762189447
QCL,Crops and livestock products,392,Japan,5312,Area harvested,1241.01,String beans,2014,2014,ha,5820.0,A,Official figure,No additional notes,5820.0,-0.8590799031476998,-1.9595622382236408,41300.0,6894.8,5990.0,3.1264458165127387,3.1160291106367053
QCL,Crops and livestock products,392,Japan,5412,Yield,1241.01,String beans,2014,2014,kg/ha,7044.7,A,Official figure,No additional notes,7044.7,0.21042955326460477,0.1909752993081217,5820.0,41300.0,6894.8,3.114491294592697,2.4391507684922233
QCL,Crops and livestock products,392,Japan,5510,Production,1241.01,String beans,2014,2014,t,41000.0,A,Official figure,No additional notes,41000.0,4.819978139594305,1.7612965056528396,7044.7,5820.0,41300.0,3.017821755834334,2.810402840061574
QCL,Crops and livestock products,392,Japan,5312,Area harvested,1241.01,String beans,2015,2015,ha,5760.0,A,Official figure,No additional notes,5760.0,-0.8595121951219512,-1.9626345919965078,41000.0,7044.7,5820.0,3.017982879805925,2.994556055076782
QCL,Crops and livestock products,392,Japan,5412,Yield,1241.01,String beans,2015,2015,kg/ha,6996.5,A,Official figure,No additional notes,6996.5,0.21467013888888897,0.19447254930583122,5760.0,41000.0,7044.7,3.0171548388671754,2.3617849340835075
QCL,Crops and livestock products,392,Japan,5510,Production,1241.01,String beans,2015,2015,t,40300.0,A,Official figure,No additional notes,40300.0,4.7600228685771455,1.7509414449390062,6996.5,5760.0,41000.0,2.9830988768987936,2.73819165843195
QCL,Crops and livestock products,392,Japan,5312,Area harvested,1241.01,String beans,2016,2016,ha,5650.0,A,Official figure,No additional notes,5650.0,-0.8598014888337469,-1.9646959237942874,40300.0,6996.5,5760.0,2.983207069699044,2.9313746957040094
QCL,Crops and livestock products,392,Japan,5412,Yield,1241.01,String beans,2016,2016,kg/ha,6991.2,A,Official figure,No additional notes,6991.2,0.23738053097345135,0.21299667017284793,5650.0,40300.0,6996.5,2.9788288500298887,2.3344376211380435
QCL,Crops and livestock products,392,Japan,5510,Production,1241.01,String beans,2016,2016,t,39500.0,A,Official figure,No additional notes,39500.0,4.64995994965099,1.7316484565758787,6991.2,5650.0,40300.0,2.916394366900625,2.6885684124764166
QCL,Crops and livestock products,392,Japan,5312,Area harvested,1241.01,String beans,2017,2017,ha,5590.0,A,Official figure,No additional notes,5590.0,-0.8584810126582278,-1.9553213847400683,39500.0,6991.2,5650.0,2.9158958453104793,2.8826410802688063
QCL,Crops and livestock products,392,Japan,5412,Yield,1241.01,String beans,2017,2017,kg/ha,7119.9,A,Official figure,No additional notes,7119.9,0.273685152057245,0.24191439321442515,5590.0,39500.0,6991.2,2.909080701408001,2.283589981154932
QCL,Crops and livestock products,392,Japan,5510,Production,1241.01,String beans,2017,2017,t,39800.0,A,Official figure,No additional notes,39800.0,4.589966151209989,1.720973231908959,7119.9,5590.0,39500.0,2.875113284308323,2.633572192258438
QCL,Crops and livestock products,392,Japan,5312,Area harvested,1241.01,String beans,2018,2018,ha,5330.0,A,Official figure,No additional notes,5330.0,-0.8660804020100502,-2.0105156741126384,39800.0,7119.9,5590.0,2.8780141061963076,2.8336392589901327
QCL,Crops and livestock products,392,Japan,5412,Yield,1241.01,String beans,2018,2018,kg/ha,7016.9,A,Official figure,No additional notes,7016.9,0.3164915572232645,0.2749702868863899,5330.0,39800.0,7119.9,2.8702353427062146,2.255090686846213
QCL,Crops and livestock products,392,Japan,5510,Production,1241.01,String beans,2018,2018,t,37400.0,A,Official figure,No additional notes,37400.0,4.329989026493181,1.6733491793563433,7016.9,5330.0,39800.0,2.723532506397614,2.5395784470471656
